predictedValue,RealValue,ErrorPercent
'0.8068227408517694','1','19.317725914823058'
'0.7492026141129424','1','25.07973858870576'
'0.7480701937558365','1','25.19298062441635'
'0.9067448912923406','1','9.32551087076594'
'1.4444959847675864','3','51.85013384108045'
'0.8480840913332499','1','15.191590866675009'
'0.7315578386394407','1','26.84421613605593'
'0.9355729546792224','1','6.442704532077759'
'1.2057714942504985','4','69.85571264373753'
'1.2018910092921193','1','20.189100929211932'
'1.0715386560515665','5','78.56922687896868'
'1.656570027192538','1','65.65700271925381'
'1.1301063699243168','2','43.49468150378416'
'0.9093810091260698','1','9.061899087393021'
'1.2893015787046833','1','28.93015787046833'
'1.2727933336457382','1','27.279333364573823'
'0.6797999981487393','2','66.01000009256303'
'0.7499503303161617','2','62.50248348419192'
'0.9005865249314073','2','54.97067375342964'
'1.7724467633259795','1','77.24467633259795'
'1.1854371918724982','1','18.54371918724982'
'1.3804313723780997','1','38.043137237809965'
'1.2157730805752154','3','59.47423064749282'
'1.072013393529355','3','64.26622021568816'
'0.7387029883179763','1','26.129701168202367'
'1.0510687322876073','1','5.106873228760733'
'0.9837644978348725','3','67.2078500721709'
'0.5189614310100354','1','48.103856898996455'
'0.802217823954176','3','73.25940586819414'
'1.6727279423094188','1','67.27279423094188'
'1.06748811331702','1','6.748811331701998'
'1.2864174756328126','3','57.11941747890624'
'1.3232646262739594','1','32.326462627395934'
'0.5417408964569708','2','72.91295517715146'
'0.9397582756186407','1','6.024172438135933'
'0.9067448912923406','2','54.66275543538297'
'1.5108470608474538','1','51.08470608474538'
'0.47467573392537354','1','52.53242660746265'
'0.9485081900742505','1','5.149180992574953'
'0.6101340000110711','1','38.98659999889289'
'1.1491681221146326','1','14.91681221146326'
'1.2038471374685613','3','59.87176208438129'
'1.0022353590535666','1','0.22353590535666434'
'0.7480701937558365','1','25.19298062441635'
'1.041751931525409','2','47.91240342372956'
'0.6997144774821235','3','76.67618408392923'
'0.8396527447853016','1','16.034725521469838'
'0.8443144202811117','1','15.56855797188883'
'1.334277615530327','1','33.42776155303271'
'0.7869638399805691','2','60.65180800097154'
'1.6047539124073662','1','60.47539124073662'
'0.5495852583182652','4','86.26036854204338'
'1.0650522457677345','2','46.74738771161328'
'0.5870523558429737','2','70.64738220785132'
'0.9993772625558757','2','50.03113687220622'
'0.7219759322878614','3','75.93413559040462'
'0.7396553942949702','1','26.034460570502983'
'0.9573396880190448','1','4.266031198095521'
'1.1293139063923416','1','12.931390639234163'
'0.6122140381095175','1','38.77859618904825'
'1.0922104028020787','2','45.38947985989606'
'0.669109167424799','2','66.54454162876004'
'1.0913231434251809','1','9.13231434251809'
'1.0028069054420004','1','0.28069054420003514'
'0.5301237234632998','1','46.98762765367002'
'1.21750999651498','1','21.750999651498006'
'0.662136482922849','1','33.7863517077151'
'1.699707627972347','2','15.014618601382645'
'1.3953561609654674','1','39.53561609654675'
'0.9117285934638262','1','8.827140653617382'
'0.8191381132105171','1','18.08618867894829'
'0.6688991081738779','1','33.110089182612214'
'0.8480840913332499','3','71.73053028889167'
'0.5126509456563219','2','74.36745271718391'
'0.6890810640582309','1','31.091893594176913'
'1.0775876656159622','2','46.12061671920189'
'0.5189614310100354','2','74.05192844949823'
'1.3427165916028527','1','34.271659160285274'
'0.7219759322878614','1','27.80240677121386'
'0.8075415015824862','1','19.245849841751383'
'0.7240781064929152','1','27.592189350708484'
'1.1931804455141481','2','40.34097772429259'
'0.8831295898606257','1','11.687041013937428'
'1.072013393529355','1','7.2013393529354985'
'1.4119517965799895','4','64.70120508550026'
'0.7323113479781966','1','26.768865202180336'
'1.1293139063923416','2','43.53430468038292'
'0.7843981434129067','1','21.56018565870933'
'1.1572907554384575','1','15.729075543845749'
'0.9040699318282512','3','69.86433560572496'
'0.8650554292394605','1','13.494457076053944'
'0.753093025822539','1','24.6906974177461'
'0.6891008835717009','2','65.54495582141496'
'0.7622211770354312','2','61.88894114822844'
'0.9967181567208371','2','50.16409216395814'
'1.1720930200864443','1','17.209302008644435'
'1.0656401835767377','2','46.71799082116311'
'1.3232646262739594','1','32.326462627395934'
'0.5922276765487571','1','40.77723234512429'
'0.6890810640582309','1','31.091893594176913'
'0.7182328932293012','2','64.08835533853494'
'0.8480840913332499','2','57.59579543333751'
'0.9093810091260698','1','9.061899087393021'
'0.790030732476378','2','60.4984633761811'
'1.0135288479329605','4','74.661778801676'
'1.4592284296425253','1','45.92284296425253'
'1.4658313841265889','1','46.58313841265888'
'0.9067448912923406','2','54.66275543538297'
'0.8891039523297907','1','11.089604767020933'
'0.6270133516911958','1','37.298664830880426'
'0.9670655342893438','2','51.646723285532815'
'0.8816780627214553','1','11.832193727854467'
'0.8191381132105171','2','59.043094339474145'
'0.9744436009853321','1','2.5556399014667885'
'1.2499384046954318','3','58.335386510152276'
'1.4444959847675864','3','51.85013384108045'
'1.3736686071794164','1','37.36686071794164'
'1.0594978410642248','1','5.949784106422484'
'1.656570027192538','3','44.78099909358206'
'0.790030732476378','1','20.9969267523622'
'0.7622211770354312','2','61.88894114822844'
'1.2023776617651944','2','39.88111691174028'
'1.4729513269275805','3','50.90162243574732'
'1.240194684905283','1','24.019468490528297'
'1.3175645024954183','1','31.756450249541835'
'1.1260037371742808','2','43.69981314128596'
'1.080455844666851','2','45.97720776665744'
'1.2542414120324892','1','25.42414120324892'
'1.2885599068817535','1','28.855990688175346'
'0.6280484200601246','1','37.195157993987536'
'1.0281846669396961','1','2.8184666939696124'
'0.8421749717257567','2','57.89125141371216'
'1.0644887677734567','1','6.448876777345669'
'1.5109333118434434','1','51.093331184344336'
'0.6808238588980707','1','31.917614110192925'
'1.2217881972617388','1','22.17881972617388'
'1.6727279423094188','1','67.27279423094188'
'0.7465541740710384','1','25.34458259289616'
'0.5744039467437495','1','42.55960532562505'
'1.2038471374685613','1','20.384713746856132'
'0.5870523558429737','2','70.64738220785132'
'1.2499384046954318','1','24.993840469543184'
'0.4149860054798371','1','58.50139945201629'
'1.0689872928743185','1','6.898729287431848'
'0.7387029883179763','1','26.129701168202367'
'1.100173670866489','1','10.01736708664891'
'0.5593263344600268','1','44.067366553997324'
'1.3676333129096316','1','36.763331290963166'
'0.9093810091260698','7','87.00884272677044'
'0.9934391058753483','1','0.6560894124651662'
'0.8348922662360685','2','58.25538668819657'
'0.7240781064929152','2','63.79609467535424'
'1.7886715592391274','2','10.566422038043633'
'1.3654927498241027','1','36.549274982410275'
'1.240194684905283','2','37.99026575473585'
'0.5123990421887019','4','87.19002394528246'
'1.2057714942504985','2','39.71142528747508'
'0.7387029883179763','1','26.129701168202367'
'0.9097914708036356','1','9.020852919636436'
'1.100173670866489','2','44.99131645667555'
'0.9670655342893438','1','3.293446571065617'
'1.2038471374685613','3','59.87176208438129'
'1.7886715592391274','2','10.566422038043633'
'1.4691140065944612','1','46.91140065944612'
'0.5851226767377803','2','70.743866163111'
'1.367953305504712','2','31.602334724764404'
'0.5123990421887019','2','74.38004789056491'
'1.5574053640724497','2','22.129731796377516'
'1.36096343150151','1','36.096343150151'
'1.1570402497014238','1','15.704024970142383'
'0.9593628903297884','1','4.063710967021161'
'0.7586529820921971','1','24.134701790780287'
'1.2893015787046833','1','28.93015787046833'
'0.9837644978348725','3','67.2078500721709'
'1.0367145360284664','3','65.44284879905112'
'0.8157113426935503','1','18.428865730644972'
'1.6603161079166053','2','16.984194604169733'
'0.9355729546792224','2','53.22135226603888'
'1.0281846669396961','1','2.8184666939696124'
'0.802217823954176','1','19.778217604582405'
'0.6438089024033486','2','67.80955487983256'
'1.6843391151562739','1','68.43391151562739'
'0.802217823954176','1','19.778217604582405'
'1.1111564766434305','1','11.115647664343054'
'1.0888900244844582','1','8.889002448445815'
'0.9355729546792224','3','68.81423484402592'
'0.7008527868682649','1','29.91472131317351'
'0.6890810640582309','1','31.091893594176913'
'0.660456399909943','2','66.97718000450286'
'0.7070550744385349','1','29.294492556146512'
'1.1710377952061855','2','41.44811023969073'
'0.8313657252958475','1','16.86342747041525'
'0.8093074525770314','1','19.06925474229686'
'1.2152204201147876','1','21.52204201147876'
'1.2551471103364558','3','58.1617629887848'
'0.7182328932293012','4','82.04417766926747'
'0.6797999981487393','2','66.01000009256303'
'0.8679597428441795','3','71.06800857186069'
'0.8616465645276372','2','56.91767177361814'
'1.159516384001278','1','15.951638400127809'
'0.8679597428441795','1','13.204025715582047'
'0.9757993143514063','1','2.420068564859368'
'0.8770720101407259','2','56.1463994929637'
'2.002240548008917','1','100.2240548008917'
'1.2804234081950892','1','28.042340819508915'
'0.5375010141709852','1','46.24989858290148'
'1.6843391151562739','3','43.85536282812421'
'1.4175417080157986','1','41.75417080157986'
'0.8770720101407259','1','12.292798985927412'
'1.1293139063923416','1','12.931390639234163'
'0.5471384838347015','1','45.28615161652985'
'0.9849812587202962','2','50.75093706398519'
'1.2130638818528556','1','21.306388185285563'
'1.0261079465305856','1','2.610794653058557'
'0.7240781064929152','2','63.79609467535424'
'1.0662505306152834','1','6.625053061528341'
'0.8157113426935503','1','18.428865730644972'
'1.1260037371742808','1','12.60037371742808'
'1.4336002171971252','1','43.36002171971251'
'0.732540065361841','1','26.7459934638159'
'1.334277615530327','1','33.42776155303271'
'1.1791565290455213','1','17.915652904552125'
'0.7219759322878614','2','63.901203385606934'
'0.9093810091260698','1','9.061899087393021'
'1.0367145360284664','1','3.6714536028466416'
'0.5301237234632998','1','46.98762765367002'
'0.8762008828903634','1','12.379911710963665'
'0.8443144202811117','1','15.56855797188883'
'1.3660822677990234','1','36.60822677990234'
'0.5419059533611446','1','45.809404663885545'
'1.2038471374685613','2','39.80764312657193'
'1.3427165916028527','2','32.864170419857366'
'0.7006511116076755','9','92.21498764880361'
'0.790030732476378','187','99.57752367247254'
'0.9015872853182576','1','9.84127146817424'
'0.8891039523297907','3','70.36320158900699'
'0.5126509456563219','1','48.73490543436782'
'1.2893015787046833','1','28.93015787046833'
'1.028983462637055','1','2.898346263705509'
'1.0224548739217507','1','2.2454873921750718'
'1.1570402497014238','2','42.14798751492881'
'1.017035402387015','1','1.7035402387014953'
'0.802217823954176','1','19.778217604582405'
'1.2804234081950892','1','28.042340819508915'
'0.6997144774821235','3','76.67618408392923'
'0.9573396880190448','1','4.266031198095521'
'0.7869638399805691','1','21.303616001943094'
'0.8816780627214553','5','82.36643874557089'
'0.9742630881497503','2','51.286845592512485'
'0.7182328932293012','2','64.08835533853494'
'1.4444959847675864','1','44.449598476758645'
'1.3654927498241027','1','36.549274982410275'
'1.1491681221146326','1','14.91681221146326'
'1.6047539124073662','1','60.47539124073662'
'0.6280484200601246','2','68.59757899699378'
'1.193360824146042','2','40.3319587926979'
'1.1260037371742808','1','12.60037371742808'
'0.8740337430118268','1','12.59662569881732'
'0.732540065361841','1','26.7459934638159'
'0.6891008835717009','2','65.54495582141496'
'0.9970754724800422','2','50.146226375997884'
'1.2023776617651944','1','20.237766176519443'
'0.9439181977923924','3','68.53606007358692'
'1.1854371918724982','1','18.54371918724982'
'1.6727279423094188','1','67.27279423094188'
'1.100173670866489','2','44.99131645667555'
'1.2873026669281702','2','35.63486665359149'
'1.080455844666851','3','63.984805177771634'
'0.8157113426935503','1','18.428865730644972'
'0.5417408964569708','2','72.91295517715146'
'0.5301237234632998','1','46.98762765367002'
'1.4782814899991257','1','47.82814899991257'
'0.8878176390305963','1','11.21823609694037'
'0.6858806963454482','1','31.411930365455177'
'1.3660822677990234','1','36.60822677990234'
'1.4128120610290946','1','41.281206102909465'
'0.6797999981487393','1','32.02000018512607'
'0.8910485126878194','3','70.29838291040602'
'0.5573630806295639','2','72.1318459685218'
'0.68960748460917','1','31.039251539083'
'1.656570027192538','1','65.65700271925381'
'1.240194684905283','2','37.99026575473585'
'1.699707627972347','1','69.97076279723471'
'1.072013393529355','1','7.2013393529354985'
'0.8620325005665749','2','56.89837497167125'
'0.6823734127284011','2','65.88132936357994'
'0.9818778690094856','2','50.90610654952572'
'1.1711000402306644','2','41.44499798846678'
'0.5189614310100354','3','82.7012856329988'
'0.9218139956252611','1','7.818600437473888'
'1.1947464094490554','1','19.47464094490554'
'1.5212941447342976','1','52.12941447342976'
'0.8348922662360685','2','58.25538668819657'
'0.6122140381095175','1','38.77859618904825'
'1.0683760314421842','2','46.58119842789079'
'1.1635865559829985','1','16.358655598299855'
'0.9967181567208371','1','0.32818432791629215'
'0.5744039467437495','3','80.85320177520835'
'2.002240548008917','2','0.11202740044584658'
'1.1494645373775705','1','14.946453737757048'
'1.0684772760745167','1','6.84772760745167'
'1.0768986638597857','1','7.689866385978572'
'1.0768986638597857','1','7.689866385978572'
'1.4046968375260418','1','40.46968375260418'
'1.0776311183267797','1','7.763111832677971'
'1.1012080689642625','2','44.93959655178688'
'0.9874008553975735','1','1.2599144602426504'
'1.1494645373775705','1','14.946453737757048'
'1.0958575082654372','1','9.585750826543716'
'1.1135566178564762','1','11.35566178564762'
'1.1077535365380613','1','10.77535365380613'
'1.105958985652791','2','44.70205071736045'
'1.081015973043026','1','8.101597304302599'
'1.1847869356272598','1','18.47869356272598'
'1.0570450499113446','1','5.7045049911344625'
'1.1297216259702973','1','12.972162597029735'
'1.1137401303996908','1','11.374013039969078'
'1.0070431938297268','1','0.7043193829726846'
'1.1166328447688012','2','44.16835776155994'
'1.124320881886864','1','12.432088188686397'
'1.2324007095238958','2','38.379964523805214'
'1.0840104794008047','1','8.401047940080474'
'1.1367444612854263','2','43.16277693572869'
'1.0278226505823909','1','2.782265058239086'
'1.0875567139919025','1','8.755671399190245'
'1.4349406298618645','1','43.49406298618646'
'1.0630855978054106','126','99.156281271583'
'1.1195547611442627','1','11.955476114426267'
'1.081015973043026','1','8.101597304302599'
